source_ko	title_en
자산재평가실시결의	Resolution to Conduct an Asset Revaluation
자산재평가실시결정	Decision to Conduct an Asset Revaluation
자원개발진행사항공시	Resource Development Progress Disclosure
자원개발투자결정	Resource Development Investment Decision
자진공시	Voluntary Disclosure
장기차입결정	Decision on Long-Term Borrowing
장단기차입	Short- and Long-Term Borrowings
장래계획에관한사항	Matters Concerning Future Plans
재해발생	Occurrence of a Disaster
전환가액의조정	Adjustment of Conversion Price
전환가액의조정 (제38회차)	Adjustment of Conversion Price (38th Series)
전환가액의조정 (제39회차)	Adjustment of Conversion Price (39th Series)
전환가액의조정(제15회차)	Adjustment of Conversion Price (15th Series)
전환가액의조정(제25회차 CB)	Adjustment of Conversion Price (25th Convertible Bonds)
전환가액의조정(제25회차)	Adjustment of Conversion Price (25th Series)
전환가액의조정(제28회차)	Adjustment of Conversion Price (28th Series)
전환가액의조정(제29회차)	Adjustment of Conversion Price (29th Series)
전환가액의조정(제31회차)	Adjustment of Conversion Price (31st Series)
전환가액의조정(제32회차)	Adjustment of Conversion Price (32nd Series)
전환가액의조정(제33회차)	Adjustment of Conversion Price (33rd Series)
전환가액의조정(제36회차)	Adjustment of Conversion Price (36th Series)
전환사채(해외전환사채포함)발행후만기전사채취득	Acquisition Before Maturity of Convertible Bonds After Issuance, Including Overseas Convertible Bonds
전환사채(해외전환사채포함)발행후만기전사채취득(제15회차)	Acquisition Before Maturity of Convertible Bonds After Issuance (15th Series)
전환사채(해외전환사채포함)발행후만기전사채취득(제36회차)	Acquisition Before Maturity of Convertible Bonds After Issuance (36th Series)
전환사채발행결정	Decision to Issue Convertible Bonds
전환사채전환가액결정	Determination of Convertible Bond Conversion Price
전환청구권ㆍ신주인수권ㆍ교환청구권행사	Exercise of Conversion Rights, Warrants, or Exchange Rights
전환청구권행사	Exercise of Conversion Rights
전환청구권행사(제14회차)	Exercise of Conversion Rights (14th Series)
전환청구권행사(제23회차CB)	Exercise of Conversion Rights (23rd Convertible Bonds)
전환청구권행사(제24회차)	Exercise of Conversion Rights (24th Series)
전환청구권행사(제26회차)	Exercise of Conversion Rights (26th Series)
전환청구권행사(제7회차)	Exercise of Conversion Rights (7th Series)
전환청구권행사(최대주주변경)	Exercise of Conversion Rights (Change of Largest Shareholder)
정기주주총회결과((제24기))	Results of the Annual General Meeting of Shareholders (24th Fiscal Term)
정기주주총회결과(SK이노베이션 제 5차 정기 주주총회 결과)	Results of the Annual General Meeting of Shareholders (Fifth Annual General Meeting of SK Innovation)
정기주주총회결과(SK이노베이션 제6차 정기주주총회 결과)	Results of the Annual General Meeting of Shareholders (Sixth Annual General Meeting of SK Innovation)
정기주주총회결과(자회사의 주요경영사항)(SK에너지 제 1차 정기 주주총회 결과)	Results of the Annual General Meeting of Shareholders (Material Management Matter of Subsidiary SK Energy: First Annual General Meeting)
정기주주총회결과(자회사의 주요경영사항)(SK종합화학 제 1차 정기 주주총회 결과)	Results of the Annual General Meeting of Shareholders (Material Management Matter of Subsidiary SK Global Chemical: First Annual General Meeting)
정기주주총회결과(자회사의 주요경영사항)(자회사인 SK에너지의 제2차 정기주주총회 결과)	Results of the Annual General Meeting of Shareholders (Material Management Matter of Subsidiary SK Energy: Second Annual General Meeting)
정기주주총회결과(자회사의 주요경영사항)(자회사인 SK종합화학의 제2차 정기주주총회 결과)	Results of the Annual General Meeting of Shareholders (Material Management Matter of Subsidiary SK Global Chemical: Second Annual General Meeting)
정기주주총회결과(정기주주총회결과)	Results of the Annual General Meeting of Shareholders
정기주주총회결과(제 18기 정기주주총회 )	Results of the Annual General Meeting of Shareholders (18th Fiscal Term)
정기주주총회결과(제11기 NHN 정기주주총회)	Results of the Annual General Meeting of Shareholders (NHN 11th Fiscal Term)
정기주주총회결과(제15기 정기주주총회 결과)	Results of the Annual General Meeting of Shareholders (15th Fiscal Term)
정기주주총회결과(제16기 정기주주총회 결과)	Results of the Annual General Meeting of Shareholders (16th Fiscal Term)
정기주주총회결과(제17기 정기주주총회)	Results of the Annual General Meeting of Shareholders (17th Fiscal Term)
정기주주총회결과(제19기 정기주주총회)	Results of the Annual General Meeting of Shareholders (19th Fiscal Term)
정기주주총회결과(제25기)	Results of the Annual General Meeting of Shareholders (25th Fiscal Term)
정기주주총회결과(제26기)	Results of the Annual General Meeting of Shareholders (26th Fiscal Term)
정기주주총회결과(제28기)	Results of the Annual General Meeting of Shareholders (28th Fiscal Term)
정보보호현황	Information Security Status
정정신고서제출요구( 2026.06.25. 제출 증권신고서(합병) )	Request to File an Amended Registration Statement (Merger Registration Statement Filed on June 25, 2026)
정정신고서제출요구( 2026.06.30. 제출 증권신고서(지분증권) )	Request to File an Amended Registration Statement (Equity Securities Registration Statement Filed on June 30, 2026)
제품에대한수거ㆍ파기등결정	Decision to Recall or Destroy Products
조세범칙사건등에대한조사	Investigation of a Tax Offense or Similar Matter
조세범칙사건등에대한조사결과	Results of Investigation of a Tax Offense or Similar Matter
조회공시	Inquiry Disclosure
조회공시(풍문또는보도관련)	Inquiry Disclosure (Rumors or Media Reports)
조회공시(현저한시황변동관련)	Inquiry Disclosure (Unusual Market Price Movement)
조회공시요구(공정공시)에대한답변	Response to Inquiry Disclosure Request (Fair Disclosure)
조회공시요구(공정공시)에대한답변(부인)	Response to Inquiry Disclosure Request (Fair Disclosure: Denial)
조회공시요구(외부감사의견)	Inquiry Disclosure Request (External Audit Opinion)
조회공시요구(외부감사인의감사보고서상자본전액잠식)에대한답변	Response to Inquiry Disclosure Request Regarding Full Capital Impairment in the External Auditor's Report
조회공시요구(외부감사인의감사의견)에대한답변	Response to Inquiry Disclosure Request Regarding the External Auditor's Opinion
조회공시요구(자본전액잠식)	Inquiry Disclosure Request (Full Capital Impairment)
조회공시요구(풍문또는보도)	Inquiry Disclosure Request (Rumors or Media Reports)
조회공시요구(풍문또는보도)((주)바이오톡스텍 지분 인수설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Acquisition of an Equity Interest in Biotoxtech)
조회공시요구(풍문또는보도)((주)에너지솔루션즈가 진행하는 제3자배정 유상증자 참여설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Participation in a Third-Party Capital Increase by Energy Solutions)
조회공시요구(풍문또는보도)((주)포스그린, (주)포스칼슘과의 통합관련 보도)	Inquiry Disclosure Request (Rumors or Media Reports: Integration with POS Green and POS Calcium)
조회공시요구(풍문또는보도)(교환사채 발행 추진설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Issuance of Exchangeable Bonds)
조회공시요구(풍문또는보도)(구글로의 피인수보도)	Inquiry Disclosure Request (Rumors or Media Reports: Acquisition by Google)
조회공시요구(풍문또는보도)(유가증권시장 이전상장 추진 보도)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Transfer Listing to the KOSPI Market)
조회공시요구(풍문또는보도)(자기주식 취득 관련 보도)	Inquiry Disclosure Request (Rumors or Media Reports: Treasury Share Acquisition)
조회공시요구(풍문또는보도)(자사주 소각설)	Inquiry Disclosure Request (Rumors or Media Reports: Cancellation of Treasury Shares)
조회공시요구(풍문또는보도)(전환사채 발행 추진 보도)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Issuance of Convertible Bonds)
조회공시요구(풍문또는보도)(최대주주 지분매각 추진설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Sale of the Largest Shareholder's Interest)
조회공시요구(풍문또는보도)(최대주주의 지분매각보도)	Inquiry Disclosure Request (Rumors or Media Reports: Sale of the Largest Shareholder's Interest)
조회공시요구(풍문또는보도)(파운드리 사업부 분할설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Spin-Off of the Foundry Business)
조회공시요구(풍문또는보도)(포스코이에스엠과 합병 추진설)	Inquiry Disclosure Request (Rumors or Media Reports: Proposed Merger with POSCO ESM)
조회공시요구(풍문또는보도)(화장품업체 인수관련 보도)	Inquiry Disclosure Request (Rumors or Media Reports: Acquisition of a Cosmetics Company)
조회공시요구(풍문또는보도)에대한답변(부인)	Response to Inquiry Disclosure Request Regarding Rumors or Media Reports (Denial)
조회공시요구(현저한시황변동)	Inquiry Disclosure Request (Unusual Market Price Movement)
조회공시요구(현저한시황변동)(주가급등)	Inquiry Disclosure Request (Unusual Market Price Movement: Sharp Price Increase)
조회공시요구(현저한시황변동)에대한답변	Response to Inquiry Disclosure Request Regarding Unusual Market Price Movement
조회공시요구(현저한시황변동)에대한답변(중요공시대상없음)	Response to Inquiry Disclosure Request Regarding Unusual Market Price Movement (No Material Matter to Disclose)
주권관련사채권의처분결정	Decision to Dispose of Share-Related Bonds
주권관련사채권의취득결정	Decision to Acquire Share-Related Bonds
